ID_Atividade;Versão;ID_Projeto;Código_Projeto;Código_Projeto:Código_Projeto;Descrição_Atividade;Conclusão_Atividade;Gestor_Atividade;Data_Início;Data_Fim;Duração_Atividades;Documentos_Associados;Código_Projeto:ID;Código_Projeto:ID_Projeto;Tipo_Atividade;Modificado;Modificado por;Evento_IntervençãoCOM
;2.0;;192;PR/018/2023;Canal do youtube: Criar vídeos institucionais pela equipa interna;Não;;01/10/2023;30/11/2023;60;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Dados estatísticos: Definir estrutura e periodicidade do relatório;Não;;01/12/2023;15/12/2023;14;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Dados estatísticos: Analisar os dados recolhidos;Não;;16/12/2023;31/12/2023;15;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Dados estatísticos: Escrever o relatório;Não;;01/01/2024;31/03/2024;90;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Dados estatísticos: Primeiro relatório:;;;;;;;;;;;;
"junho/23""";Não;;01/06/2024;01/06/2024;0;0;192;Melhoria da comunicação externa ;Marco;27/10/2023 07:44;João Pinto Dutra;False;;;;;
;1.0;;6;PR/006/2022;Disponibilização de versão Beta-teste do software aos técnicos do PlanAPP;Não;;30/11/2023;30/11/2023;0;0;6;Ferramenta de Análise de impactos económicos à escala regional;Entregável;27/10/2023 07:54;Gonçalo Marçal;False
;1.0;;9;PR/010/2022;Discussão do Relatório final. Apresentação das implicações do presente modelo.;Sim;;02/01/2023;31/03/2023;88;0;9;Consultoria de perito na análise input-output;Atividade;27/10/2023 08:05;Gonçalo Marçal;False
;1.0;;9;PR/010/2022;Acompanhamento do desenvolvimento das componentes do software e das suas funcionalidades;Não;;03/04/2023;29/12/2023;270;0;9;Consultoria de perito na análise input-output;Atividade;27/10/2023 08:07;Gonçalo Marçal;False
;1.0;;9;PR/010/2022;Módulo de Formação em Economia Regional e multiplicadores regionais que capacitará técnicos do PlanAPP e outras entidades da AP em novos métodos de avaliação económica regional (quocientes de localização, shift-share) e técnicas de input-ouput à escala regional;Não;;16/10/2023;08/11/2023;23;0;9;Consultoria de perito na análise input-output;Atividade;27/10/2023 08:09;Gonçalo Marçal;False
;1.0;;9;PR/010/2022;Discussão da versão de teste do software à Comissão de Acompanhamento;Não;;30/11/2023;30/11/2023;0;0;9;Consultoria de perito na análise input-output;Atividade;27/10/2023 08:12;Gonçalo Marçal;False
;1.0;;9;PR/010/2022;Versão preliminar do manual de utilização e boas práticas do PReMMIA;Não;;30/11/2023;30/11/2023;0;0;9;Consultoria de perito na análise input-output;Entregável;27/10/2023 08:13;Gonçalo Marçal;False
;1.0;;9;PR/010/2022;Módulo de formação sobre o PReMMIA e sua utilização, testes de diferentes cenários e possíveis casos a analisar;Não;;04/12/2023;06/12/2023;2;0;9;Consultoria de perito na análise input-output;Atividade;27/10/2023 08:15;Gonçalo Marçal;False
;1.0;;9;PR/010/2022;Entrega da versão final do manual de utilização e boas práticas do PReMMIA;Não;;15/12/2023;15/12/2023;0;0;9;Consultoria de perito na análise input-output;Entregável;27/10/2023 08:15;Gonçalo Marçal;False
;1.0;;9;PR/010/2022;Apresentação da versão final do software;Não;;29/12/2023;29/12/2023;0;0;9;Consultoria de perito na análise input-output;Evento;27/10/2023 08:16;Gonçalo Marçal;False
